epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,23365.9,1.15998,1.7871,0.28017,0,0,0,0,1.37048,2.06582,0.31864,0.009604,0.009604,0.009604
22,24494.6,1.05811,1.64374,0.25515,0,0,0,0,1.44861,2.2978,0.32441,0.0095842,0.0095842,0.0095842
23,25611.4,1.14753,1.83332,0.28185,0,0,0,0,1.41788,2.04881,0.30272,0.0095644,0.0095644,0.0095644
24,26708.9,1.14279,1.79397,0.26888,0,0,0,0,1.49313,2.04178,0.32057,0.0095446,0.0095446,0.0095446
25,27814.7,1.33007,2.11504,0.32929,0,0,0,0,1.39951,1.98792,0.31662,0.0095248,0.0095248,0.0095248
26,28939.9,1.08605,1.65741,0.26156,0,0,0,0,0.9917,1.51706,0.19949,0.009505,0.009505,0.009505
27,30064.5,1.18308,1.90167,0.27251,0,0,0,0,1.23624,1.93257,0.28468,0.0094852,0.0094852,0.0094852
28,31164.9,1.09481,1.72855,0.26179,0,0,0,0,1.4272,2.20611,0.31822,0.0094654,0.0094654,0.0094654
29,32264.7,1.11104,1.75335,0.25691,0,0,0,0,0.79115,1.27432,0.18773,0.0094456,0.0094456,0.0094456
30,33362.2,1.1503,1.85628,0.28418,0,0,0,0,1.5482,2.22257,0.33088,0.0094258,0.0094258,0.0094258
31,34460.5,1.3262,2.06681,0.32654,0,0,0,0,1.52405,2.24992,0.3307,0.009406,0.009406,0.009406
32,35558.1,1.12547,1.80366,0.26661,0,0,0,0,1.43448,2.11582,0.30681,0.0093862,0.0093862,0.0093862
33,36655.8,1.11612,1.76194,0.26761,0,0,0,0,0.91607,1.39722,0.20353,0.0093664,0.0093664,0.0093664
34,37752.7,1.05718,1.63502,0.25123,0,0,0,0,1.55542,2.30672,0.34193,0.0093466,0.0093466,0.0093466
35,38847.5,0.96479,1.49723,0.23058,0,0,0,0,1.47858,2.28642,0.33913,0.0093268,0.0093268,0.0093268
36,39943.9,1.06806,1.72465,0.25104,0,0,0,0,1.43555,2.16028,0.31242,0.009307,0.009307,0.009307
37,41039.8,1.22363,1.89042,0.28771,0,0,0,0,1.43889,2.07731,0.33371,0.0092872,0.0092872,0.0092872
38,42134.7,1.07726,1.67307,0.25902,0,0,0,0,1.4588,2.10563,0.31414,0.0092674,0.0092674,0.0092674
39,43232.6,1.10115,1.71014,0.24909,0,0,0,0,1.53403,2.25167,0.33725,0.0092476,0.0092476,0.0092476
40,44329.6,1.03537,1.62106,0.23071,0,0,0,0,1.34201,1.96921,0.30612,0.0092278,0.0092278,0.0092278
41,45427.2,1.01601,1.65475,0.25538,0,0,0,0,1.20613,1.85193,0.2702,0.009208,0.009208,0.009208
42,46530.8,1.0273,1.63706,0.27019,0,0,0,0,1.48091,2.2066,0.32168,0.0091882,0.0091882,0.0091882
43,47630.1,1.31272,2.00444,0.30272,0,0,0,0,1.48618,2.17429,0.31576,0.0091684,0.0091684,0.0091684
44,48729.5,1.12805,1.73771,0.2667,0,0,0,0,1.52184,2.1686,0.32225,0.0091486,0.0091486,0.0091486
45,49829.8,1.10458,1.70013,0.25522,0,0,0,0,1.53734,2.17075,0.33406,0.0091288,0.0091288,0.0091288
46,50930.5,1.36824,2.1023,0.32526,0,0,0,0,1.49329,2.16273,0.32482,0.009109,0.009109,0.009109
47,52051.6,1.03378,1.63737,0.24235,0,0,0,0,1.41327,2.03408,0.30307,0.0090892,0.0090892,0.0090892
48,53166.3,1.10589,1.73001,0.26392,0,0,0,0,1.55437,2.2208,0.33205,0.0090694,0.0090694,0.0090694
49,54268.4,1.01953,1.66646,0.26216,0,0,0,0,1.19929,1.68235,0.29362,0.0090496,0.0090496,0.0090496
50,55372.9,0.97977,1.57075,0.22793,0,0,0,0,1.53113,2.21243,0.32747,0.0090298,0.0090298,0.0090298
51,56476.4,1.25243,1.94088,0.28814,0,0,0,0,1.3776,1.97297,0.3105,0.00901,0.00901,0.00901
52,57585.5,1.0779,1.70052,0.25147,0,0,0,0,1.45149,2.18712,0.31496,0.0089902,0.0089902,0.0089902
53,58689,1.14306,1.79359,0.27946,0,0,0,0,1.39227,1.97066,0.31278,0.0089704,0.0089704,0.0089704
54,59792.6,1.14604,1.7835,0.27637,0,0,0,0,1.54308,2.27565,0.33404,0.0089506,0.0089506,0.0089506
55,60892.9,1.23141,1.91235,0.28766,0,0,0,0,1.35289,1.95751,0.30811,0.0089308,0.0089308,0.0089308
56,61995,1.17158,1.84108,0.28913,0,0,0,0,1.31753,2.067,0.29646,0.008911,0.008911,0.008911
57,63095.6,1.31072,2.02092,0.31384,0,0,0,0,1.51034,2.08724,0.31768,0.0088912,0.0088912,0.0088912
58,64200.1,1.13159,1.77643,0.28727,0,0,0,0,1.53752,2.17598,0.32692,0.0088714,0.0088714,0.0088714
59,65307.6,1.12208,1.7674,0.28427,0,0,0,0,1.48284,2.0775,0.33334,0.0088516,0.0088516,0.0088516
60,66412.4,1.13019,1.80087,0.26608,0,0,0,0,1.48986,2.27235,0.32574,0.0088318,0.0088318,0.0088318
61,67520.3,1.39424,2.08304,0.31482,0,0,0,0,1.50434,2.22264,0.32827,0.008812,0.008812,0.008812
62,68626.3,1.24109,1.84993,0.28783,0,0,0,0,1.50436,1.97811,0.3183,0.0087922,0.0087922,0.0087922
63,69735.5,1.34634,1.90006,0.30542,0,0,0,0,1.43939,1.79234,0.30728,0.0087724,0.0087724,0.0087724
64,70835.6,1.3416,1.82552,0.29924,0,0,0,0,1.51442,1.88372,0.32234,0.0087526,0.0087526,0.0087526
65,71936.8,1.34363,1.81159,0.30935,0,0,0,0,1.56958,1.96335,0.33798,0.0087328,0.0087328,0.0087328
66,73036,1.1526,1.4702,0.26042,0,0,0,0,1.46174,1.80621,0.31698,0.008713,0.008713,0.008713
67,74137.5,1.24261,1.63053,0.27599,0,0,0,0,1.35692,1.77374,0.29735,0.0086932,0.0086932,0.0086932
68,75240.1,1.18635,1.61635,0.27656,0,0,0,0,1.39538,1.79489,0.30856,0.0086734,0.0086734,0.0086734
69,76344.4,1.0582,1.48633,0.24565,0,0,0,0,1.38209,1.74722,0.29992,0.0086536,0.0086536,0.0086536
70,77450.2,1.21905,1.59152,0.2872,0,0,0,0,1.48154,1.71085,0.3127,0.0086338,0.0086338,0.0086338
71,78557.8,1.16506,1.5674,0.26456,0,0,0,0,1.47113,1.76532,0.31228,0.008614,0.008614,0.008614
72,79664.7,1.26173,1.64497,0.27965,0,0,0,0,1.52955,1.78113,0.32723,0.0085942,0.0085942,0.0085942
73,80769.1,1.27986,1.68368,0.30113,0,0,0,0,1.54248,1.79132,0.32537,0.0085744,0.0085744,0.0085744
74,81874.3,1.21002,1.57037,0.27816,0,0,0,0,1.55369,1.75212,0.32968,0.0085546,0.0085546,0.0085546
75,82979,1.35737,1.66896,0.31121,0.00233,0.00187,0.00119,0.00012,1.43634,1.60562,0.30671,0.0085348,0.0085348,0.0085348
76,84083.9,1.2878,1.58725,0.29599,0.00079,0.00187,0.0004,4e-05,1.39826,1.46971,0.29678,0.008515,0.008515,0.008515
77,85189.4,1.20136,1.54866,0.28122,0.00314,0.00187,0.0024,0.00024,1.56011,1.71433,0.33835,0.0084952,0.0084952,0.0084952
78,86295,1.28586,1.58348,0.28758,0.0028,0.00187,0.00163,0.00016,1.58409,1.72276,0.3398,0.0084754,0.0084754,0.0084754
79,87398.8,1.32072,1.49823,0.33168,0,0,0,0,1.53697,1.57445,0.32692,0.0084556,0.0084556,0.0084556
80,88499.2,1.32406,1.6107,0.29698,0.00402,0.00187,0.00221,0.00044,1.49483,1.77701,0.32845,0.0084358,0.0084358,0.0084358
81,89603.4,1.34803,1.64847,0.30585,0.02083,0.04762,0.02499,0.005,1.56491,1.66939,0.33795,0.008416,0.008416,0.008416
82,90706.5,1.05795,1.29518,0.25359,0,0,0,0,1.30399,1.29599,0.27707,0.0083962,0.0083962,0.0083962
83,91813.5,1.15438,1.411,0.25594,0.0102,0.00562,0.00603,0.0006,1.44815,1.56823,0.31296,0.0083764,0.0083764,0.0083764
84,92921,1.20897,1.33826,0.30998,0.38041,0.00375,0.00585,0.00085,1.53126,1.55561,0.33082,0.0083566,0.0083566,0.0083566
85,94031.6,1.15631,1.35337,0.26346,0.35821,0.00187,0.00183,0.00018,1.49722,1.57137,0.31939,0.0083368,0.0083368,0.0083368
86,95135.8,1.35265,1.60343,0.31944,0.01709,0.00375,0.01089,0.00109,1.50674,1.53067,0.31986,0.008317,0.008317,0.008317
87,96237.6,1.23282,1.41577,0.27216,0.00565,0.06854,0.00342,0.00034,1.51048,1.54377,0.32205,0.0082972,0.0082972,0.0082972
88,97341.1,1.14323,1.26566,0.26145,0.00229,0.00187,0.00087,9e-05,1.47679,1.46464,0.31183,0.0082774,0.0082774,0.0082774
89,98447.1,1.28668,1.51139,0.29757,0.04679,0.04949,0.04462,0.00919,1.51088,1.56672,0.33461,0.0082576,0.0082576,0.0082576
90,99551.1,1.32275,1.50554,0.30932,0.00972,0.07228,0.00744,0.00215,1.49592,1.60167,0.32812,0.0082378,0.0082378,0.0082378
91,100656,1.27063,1.49213,0.28759,0.01058,0.07228,0.00753,0.00186,1.34226,1.41458,0.29629,0.008218,0.008218,0.008218
92,101764,1.22839,1.34225,0.29227,0.01275,0.00375,0.00182,0.0005,1.42734,1.2866,0.3071,0.0081982,0.0081982,0.0081982
93,102886,1.37747,1.35446,0.3138,0,0,0,0,1.51908,1.33869,0.32345,0.0081784,0.0081784,0.0081784
94,104013,1.44843,1.47114,0.32532,0.00598,0.06854,0.00382,0.0008,1.50303,1.3088,0.32082,0.0081586,0.0081586,0.0081586
95,105117,1.1921,1.23323,0.2837,0.00997,0.05136,0.05287,0.00549,1.48414,1.28668,0.32125,0.0081388,0.0081388,0.0081388
96,106222,1.42401,1.45266,0.31481,0.00162,0.00375,0.00084,8e-05,1.51661,1.39453,0.321,0.008119,0.008119,0.008119
97,107328,1.12707,1.16797,0.26979,0.00841,0.07041,0.00661,0.00216,1.33845,1.31266,0.30884,0.0080992,0.0080992,0.0080992
98,108433,1.21358,1.23715,0.27357,0.00391,0.07416,0.00427,0.00132,1.47409,1.35271,0.32036,0.0080794,0.0080794,0.0080794
99,109538,1.29239,1.2374,0.31156,0.0045,0.07041,0.00291,0.00086,1.52444,1.28102,0.33392,0.0080596,0.0080596,0.0080596
100,110641,1.25723,1.25022,0.31024,0.34914,0.00375,0.0043,0.00098,1.38638,1.28699,0.3164,0.0080398,0.0080398,0.0080398
101,111745,1.31399,1.23789,0.30895,0.00542,0.07228,0.00468,0.00145,1.48794,1.2552,0.32128,0.00802,0.00802,0.00802
102,112853,1.41213,1.28897,0.32347,0.00285,0.07041,0.00313,0.00038,1.40362,1.25472,0.30609,0.0080002,0.0080002,0.0080002
103,113957,1.12279,1.12202,0.2691,0.00332,0.00562,0.00181,0.00042,1.36981,1.17581,0.307,0.0079804,0.0079804,0.0079804
104,115062,1.07997,1.08759,0.26633,0.00813,0.07228,0.00504,0.001,1.4301,1.35794,0.31132,0.0079606,0.0079606,0.0079606
105,116165,1.21912,1.24719,0.29825,0.00168,0.00187,0.00086,0.00017,1.39444,1.23228,0.30888,0.0079408,0.0079408,0.0079408
106,117270,1.21742,1.23324,0.29675,0.0085,0.07228,0.00524,0.00127,1.45611,1.24603,0.31353,0.007921,0.007921,0.007921
107,118377,1.20387,1.11686,0.27857,0.00399,0.07041,0.00409,0.0008,1.48787,1.26867,0.31817,0.0079012,0.0079012,0.0079012
108,119481,1.35683,1.25471,0.31272,0.00333,0.07041,0.00222,0.00041,1.51182,1.24741,0.32543,0.0078814,0.0078814,0.0078814
109,120588,1.44815,1.37139,0.34519,0.00447,0.07041,0.00264,0.00054,1.51303,1.25135,0.32121,0.0078616,0.0078616,0.0078616
110,121695,1.19613,1.12287,0.26996,0.00505,0.07228,0.00413,0.00128,1.50559,1.27034,0.32771,0.0078418,0.0078418,0.0078418
111,122799,1.40437,1.3581,0.335,0.00336,0.07041,0.00255,0.00099,1.52664,1.30071,0.32862,0.007822,0.007822,0.007822
112,123906,1.44275,1.319,0.34543,0.0036,0.07228,0.00243,0.00103,1.50064,1.27835,0.32517,0.0078022,0.0078022,0.0078022
113,125013,1.33571,1.15038,0.31522,0.00584,0.07228,0.00352,0.00083,1.46907,1.23804,0.31733,0.0077824,0.0077824,0.0077824
114,126121,1.39825,1.33534,0.32663,0.00477,0.07228,0.00313,0.00063,1.50676,1.26197,0.32141,0.0077626,0.0077626,0.0077626
