epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,12194.3,3.50421,2.1671,0.00212,0.26665,0.22857,0.1561,0.04261,2.92445,2.01276,0.00248,0.009604,0.009604,0.009604
22,12774.8,3.41027,2.27237,0.00199,0.29701,0.29877,0.20097,0.05718,2.88358,2.07664,0.00249,0.0095842,0.0095842,0.0095842
23,13355.1,3.44214,2.13705,0.00206,0.34346,0.34286,0.21067,0.05198,2.80191,1.96531,0.00241,0.0095644,0.0095644,0.0095644
24,13936,3.4667,2.19201,0.00202,0.23667,0.35,0.13926,0.03536,2.89557,1.70357,0.00236,0.0095446,0.0095446,0.0095446
25,14516.4,3.302,2.0823,0.0019,0.43244,0.44286,0.3161,0.08732,2.51124,1.54916,0.00198,0.0095248,0.0095248,0.0095248
26,15095.4,3.28367,1.95391,0.00191,0,0,0,0,2.2163,3.1092,0.00284,0.009505,0.009505,0.009505
27,15674.7,3.40515,2.20419,0.00198,0.32303,0.41429,0.2383,0.05446,2.65319,1.93279,0.0023,0.0094852,0.0094852,0.0094852
28,16254.3,3.35746,2.18094,0.00199,0.24764,0.35714,0.17238,0.04374,2.96544,1.67812,0.00264,0.0094654,0.0094654,0.0094654
29,16834,3.2597,2.0902,0.0019,0.25081,0.37143,0.22901,0.06102,2.44614,1.94092,0.00184,0.0094456,0.0094456,0.0094456
30,17415.5,3.26418,1.98658,0.00188,0.27059,0.47143,0.22367,0.06004,2.68321,1.64353,0.00213,0.0094258,0.0094258,0.0094258
31,17995.7,3.14443,1.97207,0.00185,0.34414,0.476,0.28881,0.07274,2.4901,1.62216,0.00209,0.009406,0.009406,0.009406
32,18576,3.25242,2.04414,0.00187,0.32113,0.35,0.23152,0.05847,2.78463,1.72931,0.00225,0.0093862,0.0093862,0.0093862
33,19157.2,3.16114,1.98069,0.00177,0.30035,0.32857,0.21248,0.05877,2.72983,1.87866,0.00243,0.0093664,0.0093664,0.0093664
34,19738.2,3.26149,2.01726,0.00183,0.4067,0.41429,0.30857,0.08486,2.42913,1.56097,0.00189,0.0093466,0.0093466,0.0093466
35,20318.8,3.2962,2.04525,0.00193,0.26743,0.34286,0.19587,0.047,2.76758,1.71929,0.00223,0.0093268,0.0093268,0.0093268
36,20902.9,3.3159,1.99332,0.0019,0.23752,0.35,0.17143,0.04371,2.94464,1.59625,0.00247,0.009307,0.009307,0.009307
37,21482.4,3.22411,1.93359,0.00191,0.41365,0.46429,0.28409,0.07758,2.50032,1.56871,0.00208,0.0092872,0.0092872,0.0092872
38,22062.1,3.1388,1.8189,0.00177,0.41358,0.37857,0.26265,0.06671,2.58075,1.82711,0.00219,0.0092674,0.0092674,0.0092674
39,22644.3,3.0784,1.96132,0.00174,0.49303,0.45,0.38664,0.09956,2.38375,1.59056,0.00195,0.0092476,0.0092476,0.0092476
40,23225.6,3.04268,1.86546,0.00171,0.36273,0.39286,0.27584,0.0773,2.55887,1.55394,0.00211,0.0092278,0.0092278,0.0092278
41,23806.9,3.06183,1.87823,0.00164,0.42673,0.36429,0.29473,0.07541,2.81296,1.64445,0.00233,0.009208,0.009208,0.009208
42,24388.3,2.98546,1.90611,0.00168,0.47483,0.42857,0.36791,0.0908,2.57591,1.41206,0.00221,0.0091882,0.0091882,0.0091882
43,24968.4,3.1371,2.03381,0.00176,0.3126,0.48571,0.29471,0.06965,2.53812,1.54293,0.00204,0.0091684,0.0091684,0.0091684
44,25548.3,3.05659,2.01182,0.00171,0.26017,0.34286,0.18815,0.04478,2.81691,1.60461,0.0024,0.0091486,0.0091486,0.0091486
45,26129.9,3.00151,1.88628,0.00164,0.38236,0.38571,0.30432,0.07316,2.60986,1.57864,0.00219,0.0091288,0.0091288,0.0091288
46,26709.9,3.09267,1.96017,0.00168,0.39774,0.37143,0.2516,0.07703,2.44787,1.66954,0.00195,0.009109,0.009109,0.009109
47,27289.7,3.21945,1.88367,0.00176,0.32486,0.31621,0.20817,0.04729,2.88052,1.64617,0.00246,0.0090892,0.0090892,0.0090892
48,27870.1,3.1912,1.88099,0.0018,0.32267,0.35714,0.21481,0.05213,2.77623,1.59128,0.00238,0.0090694,0.0090694,0.0090694
49,28451.2,3.1237,1.9211,0.00169,0.24411,0.27143,0.16879,0.05048,3.18232,1.77515,0.00287,0.0090496,0.0090496,0.0090496
50,29031.8,3.04454,1.9268,0.00166,0.39944,0.45714,0.33132,0.07198,2.61702,1.60644,0.00207,0.0090298,0.0090298,0.0090298
51,29613.3,3.05135,1.92637,0.00169,0.35503,0.31429,0.25854,0.05868,2.93083,1.56563,0.0025,0.00901,0.00901,0.00901
52,30193.5,3.08742,1.87109,0.00167,0.38261,0.43571,0.2875,0.0752,2.66714,1.53535,0.00228,0.0089902,0.0089902,0.0089902
53,30775,3.10364,1.78821,0.00173,0.52683,0.47143,0.37178,0.10465,2.36877,1.49818,0.00196,0.0089704,0.0089704,0.0089704
54,31357.4,3.0788,1.83923,0.00166,0.42342,0.41439,0.31858,0.08484,2.48434,1.66997,0.00196,0.0089506,0.0089506,0.0089506
55,31940.3,3.04907,1.93804,0.00166,0.42544,0.47073,0.31538,0.07776,2.7727,1.41186,0.0023,0.0089308,0.0089308,0.0089308
56,32522,3.0547,1.8326,0.00164,0.37683,0.41429,0.25265,0.06019,2.63616,1.74209,0.00216,0.008911,0.008911,0.008911
57,33101.9,2.93546,1.80942,0.00159,0.4451,0.45,0.31139,0.07828,2.49403,1.52693,0.00205,0.0088912,0.0088912,0.0088912
58,33683.2,2.98201,1.68257,0.00165,0.45733,0.40714,0.33919,0.09413,2.43904,1.58088,0.00197,0.0088714,0.0088714,0.0088714
59,34264.3,2.89856,1.66548,0.00159,0.41102,0.45714,0.33461,0.08168,2.57524,1.45739,0.00199,0.0088516,0.0088516,0.0088516
60,34844.6,3.04594,1.76621,0.00161,0.50562,0.5,0.35374,0.10102,2.46124,1.41003,0.00195,0.0088318,0.0088318,0.0088318
61,35426.1,3.00343,1.83965,0.00166,0.41771,0.37143,0.28482,0.07102,2.53902,1.69927,0.00205,0.008812,0.008812,0.008812
62,36006.5,3.07706,1.81978,0.00171,0.38132,0.43571,0.28039,0.0783,2.53465,1.56624,0.00204,0.0087922,0.0087922,0.0087922
63,36587.2,2.95396,1.68467,0.00159,0.48188,0.57143,0.42814,0.10677,2.45888,1.41961,0.0019,0.0087724,0.0087724,0.0087724
64,37178,2.9678,1.71392,0.00156,0.29274,0.29862,0.20766,0.04553,2.86883,1.7619,0.00245,0.0087526,0.0087526,0.0087526
65,37762.2,2.92581,1.79772,0.0016,0.44121,0.38571,0.28245,0.0772,2.63313,1.53281,0.00216,0.0087328,0.0087328,0.0087328
66,38355.6,2.93858,1.69931,0.00156,0.48667,0.43571,0.37851,0.08568,2.65676,1.63831,0.00221,0.008713,0.008713,0.008713
67,38937.8,3.07229,1.8353,0.00166,0.38849,0.41429,0.30135,0.08727,2.5641,1.62151,0.00197,0.0086932,0.0086932,0.0086932
68,39519.7,2.89157,1.67558,0.00156,0.54703,0.46429,0.41103,0.10974,2.4684,1.35402,0.002,0.0086734,0.0086734,0.0086734
69,40100.8,2.9593,1.73137,0.00163,0.40986,0.43161,0.26467,0.07909,2.5506,1.58192,0.0021,0.0086536,0.0086536,0.0086536
70,40682.8,3.06317,1.77748,0.00171,0.50053,0.45097,0.3371,0.08741,2.48194,1.578,0.002,0.0086338,0.0086338,0.0086338
71,41264.3,2.96601,1.78302,0.00156,0.33275,0.42143,0.27533,0.07493,2.50028,1.60461,0.00205,0.008614,0.008614,0.008614
72,41845.9,2.9711,1.78556,0.00162,0.40359,0.44286,0.29538,0.06721,2.6903,1.58632,0.00228,0.0085942,0.0085942,0.0085942
73,42428.7,2.94063,1.74586,0.00155,0.42472,0.42857,0.34364,0.09232,2.41464,1.56304,0.00197,0.0085744,0.0085744,0.0085744
74,43009,2.85613,1.71542,0.00156,0.45032,0.38571,0.34289,0.07533,2.56679,1.70206,0.00206,0.0085546,0.0085546,0.0085546
75,43589.9,2.90286,1.78957,0.00152,0.44874,0.37214,0.31982,0.08527,2.49553,1.49631,0.00192,0.0085348,0.0085348,0.0085348
76,44170.5,2.90157,1.75263,0.00156,0.48383,0.49286,0.38451,0.11032,2.43678,1.51194,0.00195,0.008515,0.008515,0.008515
77,44750.7,2.90546,1.79699,0.00158,0.38255,0.49286,0.31748,0.09703,2.40491,1.62705,0.00194,0.0084952,0.0084952,0.0084952
78,45330.1,2.95005,1.75164,0.00159,0.44117,0.49625,0.37264,0.09321,2.49031,1.52015,0.00201,0.0084754,0.0084754,0.0084754
79,45909.2,2.86839,1.68272,0.00155,0.41413,0.42143,0.29833,0.07752,2.6054,1.47014,0.00201,0.0084556,0.0084556,0.0084556
80,46490.9,2.99388,1.65113,0.00158,0.41853,0.34286,0.2672,0.06397,2.8419,1.60937,0.00244,0.0084358,0.0084358,0.0084358
81,47072.7,2.93285,1.58333,0.00164,0.43258,0.35,0.22191,0.05464,2.87942,1.53772,0.00253,0.008416,0.008416,0.008416
82,47655.8,2.89819,1.61306,0.0015,0.48179,0.36429,0.29582,0.07535,2.73881,1.5619,0.00223,0.0083962,0.0083962,0.0083962
83,48238.7,2.89191,1.71795,0.00153,0.43721,0.46429,0.36072,0.08535,2.48541,1.67813,0.002,0.0083764,0.0083764,0.0083764
84,48834.1,2.80249,1.5578,0.00153,0.48191,0.47143,0.35485,0.10046,2.5344,1.52996,0.00206,0.0083566,0.0083566,0.0083566
85,49418.3,2.79519,1.61149,0.0015,0.51233,0.41273,0.34704,0.0949,2.45235,1.61724,0.00205,0.0083368,0.0083368,0.0083368
86,49999.9,2.99457,1.73762,0.00162,0.44807,0.44286,0.31353,0.08325,2.52088,1.67479,0.00205,0.008317,0.008317,0.008317
87,50582.6,2.79566,1.65145,0.00149,0.51571,0.55,0.41325,0.12584,2.29504,1.52039,0.00188,0.0082972,0.0082972,0.0082972
88,51164.1,2.84956,1.69998,0.00151,0.43809,0.51429,0.37897,0.09376,2.37052,1.67356,0.00192,0.0082774,0.0082774,0.0082774
89,51745.2,2.83051,1.72919,0.00151,0.5033,0.52836,0.38212,0.11722,2.20996,1.83364,0.00175,0.0082576,0.0082576,0.0082576
90,52326.9,2.86068,1.71301,0.0015,0.46207,0.45,0.371,0.09662,2.46127,1.54849,0.00195,0.0082378,0.0082378,0.0082378
91,52908,2.86851,1.75828,0.0015,0.53666,0.46429,0.41913,0.12916,2.28954,1.62814,0.00186,0.008218,0.008218,0.008218
92,53489.5,2.79493,1.61864,0.00151,0.53217,0.46314,0.39379,0.09257,2.48194,1.57022,0.00201,0.0081982,0.0081982,0.0081982
93,54071.8,3.02421,1.74224,0.00157,0.48984,0.46638,0.36323,0.09181,2.43192,1.78439,0.00194,0.0081784,0.0081784,0.0081784
94,54653.8,2.79554,1.69112,0.00149,0.53173,0.43571,0.39646,0.09684,2.45685,1.62007,0.00202,0.0081586,0.0081586,0.0081586
95,55236.3,2.82032,1.68507,0.00149,0.6068,0.5,0.4367,0.10727,2.39993,1.78661,0.00202,0.0081388,0.0081388,0.0081388
96,55817.6,2.86287,1.67248,0.00148,0.47653,0.52143,0.39145,0.1007,2.43721,1.4981,0.00194,0.008119,0.008119,0.008119
97,56399.1,2.83137,1.64497,0.0015,0.47121,0.45714,0.38741,0.08714,2.41217,1.68005,0.00189,0.0080992,0.0080992,0.0080992
98,56981.6,2.80657,1.60326,0.00147,0.46065,0.40714,0.34244,0.0848,2.57703,1.72401,0.00206,0.0080794,0.0080794,0.0080794
99,57563.2,2.84436,1.5773,0.00148,0.57802,0.51429,0.43031,0.12243,2.40979,1.47245,0.00192,0.0080596,0.0080596,0.0080596
100,58157.8,2.83907,1.53683,0.00147,0.52244,0.52857,0.44826,0.12064,2.30479,1.5238,0.00184,0.0080398,0.0080398,0.0080398
101,58810.6,2.83326,1.68005,0.00153,0.3268,0.33571,0.2421,0.0559,2.69215,1.75418,0.00233,0.00802,0.00802,0.00802
102,59419.7,2.90591,1.62861,0.00152,0.5371,0.46429,0.36464,0.10597,2.39589,1.55687,0.00192,0.0080002,0.0080002,0.0080002
103,60089.1,2.8654,1.60922,0.00151,0.51483,0.45,0.41005,0.11396,2.39284,1.52199,0.00192,0.0079804,0.0079804,0.0079804
104,60755,2.93095,1.61935,0.00156,0.52224,0.52314,0.48047,0.12785,2.31756,1.53473,0.00182,0.0079606,0.0079606,0.0079606
105,61399.4,2.83713,1.6087,0.00149,0.4703,0.37857,0.33737,0.0924,2.51644,1.48499,0.00204,0.0079408,0.0079408,0.0079408
106,62079.1,2.79322,1.62336,0.00149,0.40756,0.40714,0.33901,0.08453,2.39972,1.80177,0.00197,0.007921,0.007921,0.007921
107,62744.5,2.82003,1.58629,0.00149,0.4876,0.53571,0.37278,0.12281,2.28713,1.54636,0.00183,0.0079012,0.0079012,0.0079012
108,63484.3,2.83786,1.63708,0.00149,0.49244,0.47818,0.34987,0.09051,2.41397,1.53396,0.00196,0.0078814,0.0078814,0.0078814
109,64180.7,2.78111,1.5345,0.00147,0.49992,0.54982,0.38586,0.12437,2.18863,1.4895,0.00179,0.0078616,0.0078616,0.0078616
110,64848,2.73764,1.65199,0.00144,0.54054,0.53571,0.48181,0.12352,2.35515,1.54194,0.00188,0.0078418,0.0078418,0.0078418
111,65515.6,2.81947,1.61876,0.00147,0.51843,0.45714,0.39366,0.11315,2.24373,1.64016,0.00184,0.007822,0.007822,0.007822
112,66093.2,2.75244,1.57797,0.00155,0.42529,0.43571,0.32378,0.08237,2.54042,1.72674,0.00203,0.0078022,0.0078022,0.0078022
113,66671.2,2.78559,1.61307,0.00147,0.49037,0.52143,0.39195,0.10205,2.38188,1.60968,0.00191,0.0077824,0.0077824,0.0077824
114,67246.9,2.79552,1.5819,0.00142,0.50508,0.52487,0.43883,0.11756,2.38279,1.54889,0.00191,0.0077626,0.0077626,0.0077626
115,67824.6,2.70752,1.55792,0.00138,0.4328,0.47857,0.34452,0.10053,2.31102,1.67621,0.00185,0.0077428,0.0077428,0.0077428
116,68404.8,2.67185,1.50446,0.00139,0.44966,0.55444,0.36234,0.1021,2.39539,1.64123,0.00191,0.007723,0.007723,0.007723
117,68982.6,2.82861,1.60252,0.00148,0.48631,0.47857,0.36878,0.12381,2.23793,1.59557,0.00176,0.0077032,0.0077032,0.0077032
118,69570.4,2.77569,1.56433,0.00142,0.48466,0.52857,0.37435,0.11586,2.31093,1.69419,0.00186,0.0076834,0.0076834,0.0076834
119,70154,2.78166,1.49353,0.00142,0.51878,0.44286,0.40018,0.11034,2.4872,1.48321,0.00203,0.0076636,0.0076636,0.0076636
120,70730.8,2.79271,1.54178,0.00146,0.52624,0.46429,0.38337,0.11099,2.40988,1.57386,0.00194,0.0076438,0.0076438,0.0076438
121,71309.9,2.78682,1.4918,0.0014,0.53051,0.49286,0.38151,0.11548,2.36422,1.44632,0.00191,0.007624,0.007624,0.007624
122,71888,2.71055,1.48095,0.0014,0.47354,0.44286,0.35223,0.10958,2.36895,1.6324,0.00203,0.0076042,0.0076042,0.0076042
123,72462.8,2.6914,1.52909,0.00137,0.59754,0.49286,0.43019,0.12865,2.39433,1.49754,0.00195,0.0075844,0.0075844,0.0075844
124,73044.9,2.77606,1.53523,0.00143,0.56388,0.50714,0.42013,0.11899,2.31913,1.51605,0.00188,0.0075646,0.0075646,0.0075646
125,73624.1,2.86186,1.57127,0.0015,0.45863,0.45714,0.35406,0.08593,2.4889,1.46551,0.00203,0.0075448,0.0075448,0.0075448
126,74201.9,2.82056,1.51708,0.00146,0.45302,0.48571,0.31712,0.0928,2.46457,1.58073,0.00194,0.007525,0.007525,0.007525
127,74778.4,2.69908,1.49101,0.0014,0.51736,0.47857,0.37012,0.09545,2.61255,1.51151,0.00213,0.0075052,0.0075052,0.0075052
128,75357.6,2.81577,1.56453,0.00147,0.5911,0.53571,0.43737,0.11841,2.42178,1.45924,0.00195,0.0074854,0.0074854,0.0074854
129,75934.4,2.83418,1.55681,0.00142,0.5863,0.52857,0.44178,0.12589,2.2695,1.52416,0.00179,0.0074656,0.0074656,0.0074656
130,76511.9,2.70917,1.51498,0.0014,0.54556,0.45,0.34976,0.10541,2.27063,1.66671,0.0018,0.0074458,0.0074458,0.0074458
131,77089.3,2.75202,1.59071,0.00147,0.52007,0.47143,0.37551,0.08646,2.48259,1.6791,0.00198,0.007426,0.007426,0.007426
132,77667.2,2.77551,1.51689,0.00145,0.42308,0.44525,0.32113,0.07139,2.54935,1.57884,0.00205,0.0074062,0.0074062,0.0074062
133,78243,2.72199,1.53708,0.00141,0.51906,0.47857,0.3848,0.08311,2.58445,1.53174,0.00208,0.0073864,0.0073864,0.0073864
134,78821,2.79036,1.67842,0.00144,0.42133,0.42143,0.30934,0.07979,2.4083,1.71538,0.00193,0.0073666,0.0073666,0.0073666
135,79397.2,2.83778,1.51513,0.00153,0.47664,0.45714,0.34287,0.08405,2.58278,1.57243,0.00208,0.0073468,0.0073468,0.0073468
136,79976.1,2.79682,1.56284,0.00145,0.5232,0.48571,0.40637,0.122,2.3195,1.51558,0.00185,0.007327,0.007327,0.007327
137,80550.1,2.83714,1.57315,0.00149,0.48563,0.44286,0.36544,0.10616,2.30122,1.72088,0.00192,0.0073072,0.0073072,0.0073072
138,81126.8,2.67975,1.55593,0.00144,0.54104,0.52143,0.44176,0.13156,2.36821,1.4617,0.00188,0.0072874,0.0072874,0.0072874
139,81704.4,2.7368,1.53825,0.00145,0.60508,0.52533,0.45723,0.14618,2.29608,1.4986,0.00183,0.0072676,0.0072676,0.0072676
140,82283.5,2.69531,1.49561,0.00143,0.39609,0.55,0.37291,0.09741,2.39823,1.56521,0.00195,0.0072478,0.0072478,0.0072478
141,82861.7,2.80038,1.57512,0.00144,0.43487,0.49468,0.33622,0.10273,2.32172,1.61146,0.00187,0.007228,0.007228,0.007228
142,83439.3,2.70213,1.51032,0.00137,0.51642,0.50346,0.39399,0.11094,2.43966,1.4769,0.00195,0.0072082,0.0072082,0.0072082
143,84016.9,2.68339,1.48573,0.00135,0.45661,0.57143,0.38612,0.11558,2.22268,1.64106,0.00181,0.0071884,0.0071884,0.0071884
144,84594.8,2.75806,1.51651,0.00143,0.43941,0.45,0.34031,0.09207,2.41388,1.5146,0.00193,0.0071686,0.0071686,0.0071686
145,85171.8,2.65952,1.5088,0.00136,0.53787,0.5,0.37137,0.11666,2.20933,1.74795,0.00179,0.0071488,0.0071488,0.0071488
146,85751,2.66502,1.60894,0.00142,0.48183,0.51429,0.40769,0.1188,2.25305,1.56273,0.00186,0.007129,0.007129,0.007129
147,86328.1,2.72421,1.52573,0.00138,0.55297,0.53014,0.41381,0.12988,2.25726,1.4742,0.00178,0.0071092,0.0071092,0.0071092
148,86904.1,2.68122,1.47344,0.00141,0.52829,0.43571,0.36437,0.10902,2.34506,1.54255,0.00188,0.0070894,0.0070894,0.0070894
149,87480.5,2.75706,1.50475,0.00148,0.52641,0.47143,0.36064,0.10733,2.30101,1.60334,0.0018,0.0070696,0.0070696,0.0070696
150,88056.2,2.6772,1.51117,0.00137,0.51951,0.52143,0.42566,0.11616,2.34245,1.55338,0.00187,0.0070498,0.0070498,0.0070498
151,88631.8,2.68924,1.54788,0.00136,0.51833,0.49194,0.41941,0.11722,2.23394,1.61866,0.00184,0.00703,0.00703,0.00703
152,89208.7,2.71211,1.56042,0.00142,0.5551,0.48126,0.3972,0.11129,2.43878,1.4832,0.00196,0.0070102,0.0070102,0.0070102
153,89785.9,2.76112,1.46615,0.00144,0.52127,0.46666,0.41877,0.12736,2.24418,1.5143,0.00183,0.0069904,0.0069904,0.0069904
154,90360.9,2.81955,1.60582,0.00148,0.46818,0.48571,0.3479,0.0993,2.41678,1.57325,0.002,0.0069706,0.0069706,0.0069706
155,90938.3,2.74107,1.49046,0.00141,0.41441,0.46429,0.33815,0.11583,2.28617,1.52377,0.00187,0.0069508,0.0069508,0.0069508
156,91513.5,2.61878,1.48294,0.00132,0.49682,0.43571,0.32313,0.10511,2.42385,1.59567,0.00198,0.006931,0.006931,0.006931
157,92089.5,2.70205,1.61543,0.00143,0.54076,0.47101,0.35999,0.10571,2.39736,1.62187,0.00196,0.0069112,0.0069112,0.0069112
158,92667.8,2.69288,1.50049,0.00134,0.49912,0.41429,0.3185,0.11571,2.25895,1.55961,0.00186,0.0068914,0.0068914,0.0068914
159,93246.3,2.67195,1.48176,0.00131,0.50791,0.50714,0.37476,0.12194,2.21088,1.63886,0.00178,0.0068716,0.0068716,0.0068716
160,93820.9,2.59987,1.36776,0.0013,0.44131,0.46429,0.33352,0.10719,2.40414,1.67514,0.00195,0.0068518,0.0068518,0.0068518
161,94398.4,2.68572,1.45278,0.00138,0.49093,0.49286,0.37403,0.12748,2.31541,1.5583,0.00187,0.006832,0.006832,0.006832
162,94973.8,2.67875,1.47201,0.00141,0.42861,0.46079,0.33997,0.10323,2.35683,1.62194,0.00195,0.0068122,0.0068122,0.0068122
163,95550.8,2.62965,1.52632,0.00134,0.47744,0.44286,0.33763,0.11812,2.29923,1.60201,0.00188,0.0067924,0.0067924,0.0067924
164,96126.8,2.60611,1.39026,0.00135,0.5681,0.5,0.41446,0.12827,2.31056,1.53453,0.00188,0.0067726,0.0067726,0.0067726
165,96705.5,2.70685,1.43951,0.00139,0.44132,0.44286,0.30975,0.10248,2.36925,1.65964,0.00189,0.0067528,0.0067528,0.0067528
166,97282.3,2.84799,1.55463,0.00146,0.52726,0.49393,0.39898,0.11771,2.34305,1.53668,0.00187,0.006733,0.006733,0.006733
167,97859.1,2.6139,1.44286,0.00136,0.55503,0.57143,0.44297,0.13201,2.30185,1.48834,0.00185,0.0067132,0.0067132,0.0067132
168,98435,2.64479,1.47764,0.0014,0.57919,0.51429,0.42341,0.12125,2.37999,1.52689,0.00189,0.0066934,0.0066934,0.0066934
169,99011.8,2.66903,1.50588,0.00141,0.58781,0.46429,0.41151,0.11583,2.31224,1.57722,0.00184,0.0066736,0.0066736,0.0066736
170,99586.9,2.5888,1.44934,0.00129,0.55628,0.45669,0.36791,0.10154,2.38143,1.59095,0.00191,0.0066538,0.0066538,0.0066538
171,100164,2.70605,1.44585,0.00143,0.53114,0.43571,0.33702,0.11533,2.34655,1.5192,0.0019,0.006634,0.006634,0.006634
172,100740,2.72453,1.44628,0.00142,0.51994,0.45,0.37777,0.10112,2.44631,1.54779,0.00197,0.0066142,0.0066142,0.0066142
173,101315,2.71404,1.43082,0.00134,0.52361,0.40825,0.37271,0.10402,2.43078,1.6449,0.00196,0.0065944,0.0065944,0.0065944
174,101892,2.70443,1.5055,0.00138,0.41851,0.47296,0.33833,0.10416,2.28562,1.58103,0.00186,0.0065746,0.0065746,0.0065746
175,102468,2.67943,1.53972,0.00137,0.49418,0.44286,0.36013,0.10569,2.34668,1.57196,0.0019,0.0065548,0.0065548,0.0065548
176,103043,2.64132,1.41004,0.00137,0.45555,0.45714,0.34632,0.1012,2.32433,1.55986,0.00185,0.006535,0.006535,0.006535
177,103617,2.66244,1.49243,0.00138,0.45164,0.45714,0.35909,0.09584,2.3648,1.60631,0.00187,0.0065152,0.0065152,0.0065152
178,104193,2.6973,1.44959,0.00138,0.51176,0.45,0.37959,0.10511,2.32301,1.52207,0.00187,0.0064954,0.0064954,0.0064954
179,104769,2.69235,1.49297,0.00141,0.46455,0.47098,0.34158,0.10964,2.35404,1.55545,0.00186,0.0064756,0.0064756,0.0064756
180,105346,2.61592,1.39286,0.00137,0.42444,0.46429,0.30854,0.10264,2.31183,1.61366,0.00186,0.0064558,0.0064558,0.0064558
181,105923,2.6731,1.49131,0.00139,0.47692,0.46429,0.35576,0.12185,2.22729,1.49353,0.00178,0.006436,0.006436,0.006436
182,106497,2.64857,1.45445,0.00141,0.52437,0.45714,0.38805,0.11947,2.2497,1.51761,0.0018,0.0064162,0.0064162,0.0064162
183,107073,2.53785,1.45761,0.00129,0.50408,0.50714,0.39256,0.12664,2.25082,1.54952,0.0018,0.0063964,0.0063964,0.0063964
184,107651,2.65174,1.45012,0.00136,0.51911,0.47807,0.36885,0.10669,2.36729,1.55479,0.00189,0.0063766,0.0063766,0.0063766
185,108226,2.61551,1.46644,0.00133,0.56105,0.46429,0.38953,0.11798,2.3798,1.5263,0.00189,0.0063568,0.0063568,0.0063568
186,108802,2.64066,1.41992,0.00136,0.49387,0.43214,0.34496,0.10173,2.4758,1.58031,0.00201,0.006337,0.006337,0.006337
