epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,97304.9,2.38118,1.38371,0.7061,0.46207,0.36429,0.31257,0.0888,1.78942,1.09155,0.64548,0.0064558,0.0064558,0.0064558
181,97845.3,2.31675,1.35567,0.71163,0.43267,0.29286,0.25381,0.08126,1.76861,1.06842,0.63179,0.006436,0.006436,0.006436
182,98386.6,2.31649,1.31362,0.74439,0.40894,0.32143,0.2862,0.08603,1.92405,1.11201,0.62903,0.0064162,0.0064162,0.0064162
183,98928.7,2.32091,1.40534,0.73019,0.51437,0.23571,0.25524,0.07356,1.94941,1.09589,0.64492,0.0063964,0.0063964,0.0063964
184,99469.2,2.20245,1.36953,0.71585,0.44719,0.3,0.29413,0.08439,2.0126,1.13987,0.64834,0.0063766,0.0063766,0.0063766
185,100008,2.31976,1.38537,0.7072,0.41747,0.33275,0.30502,0.08395,2.00557,1.12719,0.65627,0.0063568,0.0063568,0.0063568
186,100550,2.32059,1.25084,0.7422,0.38087,0.31639,0.31043,0.08678,1.9709,1.11983,0.64268,0.006337,0.006337,0.006337
187,101088,2.3481,1.34718,0.72349,0.37919,0.32143,0.28706,0.08373,1.95736,1.13662,0.66197,0.0063172,0.0063172,0.0063172
188,101626,2.25383,1.47722,0.69841,0.39492,0.28439,0.27467,0.08219,1.94339,1.11967,0.65678,0.0062974,0.0062974,0.0062974
189,102165,2.38258,1.42889,0.73191,0.56065,0.26433,0.30703,0.08686,2.00055,1.06807,0.65595,0.0062776,0.0062776,0.0062776
190,102705,2.2742,1.4337,0.73716,0.40183,0.31191,0.28622,0.08376,1.84096,1.05616,0.64496,0.0062578,0.0062578,0.0062578
191,103244,2.36877,1.38189,0.74184,0.41814,0.34393,0.31463,0.09179,1.84371,1.05127,0.6347,0.006238,0.006238,0.006238
192,103783,2.34355,1.3739,0.75415,0.4092,0.33571,0.3343,0.10439,1.83876,1.0405,0.63464,0.0062182,0.0062182,0.0062182
193,104323,2.32729,1.36828,0.7553,0.55356,0.25,0.27829,0.07718,1.9765,1.17135,0.63752,0.0061984,0.0061984,0.0061984
194,104861,2.37573,1.33834,0.73403,0.38182,0.30884,0.28148,0.07506,1.96133,1.15564,0.64545,0.0061786,0.0061786,0.0061786
195,105400,2.37916,1.51039,0.71469,0.4631,0.3635,0.295,0.08115,1.93609,1.1336,0.64298,0.0061588,0.0061588,0.0061588
196,105941,2.32863,1.42338,0.74831,0.39306,0.29286,0.27565,0.09099,1.82562,1.10963,0.62775,0.006139,0.006139,0.006139
197,106483,2.2724,1.38892,0.71964,0.49489,0.37791,0.35207,0.09993,1.83844,1.08981,0.6309,0.0061192,0.0061192,0.0061192
198,107023,2.26546,1.55364,0.74025,0.4553,0.32143,0.31958,0.09179,1.88333,1.06781,0.62985,0.0060994,0.0060994,0.0060994
199,107563,2.38093,1.28759,0.77644,0.50191,0.29286,0.32,0.08216,1.96068,1.15958,0.63583,0.0060796,0.0060796,0.0060796
200,108104,2.23542,1.22289,0.72644,0.45208,0.31827,0.33403,0.08812,1.92479,1.05577,0.63645,0.0060598,0.0060598,0.0060598
201,108646,2.31824,1.4323,0.73297,0.47683,0.33855,0.3501,0.09972,1.84431,1.0516,0.6369,0.00604,0.00604,0.00604
202,109186,2.30695,1.33146,0.72186,0.44677,0.31151,0.32161,0.09292,1.90095,1.09958,0.63973,0.0060202,0.0060202,0.0060202
203,109727,2.32986,1.3556,0.74953,0.41764,0.30714,0.30598,0.08686,1.87225,1.15557,0.62879,0.0060004,0.0060004,0.0060004
204,110267,2.37977,1.22132,0.72845,0.42582,0.32857,0.31927,0.0957,1.906,1.11103,0.62353,0.0059806,0.0059806,0.0059806
205,110807,2.43889,1.3768,0.79492,0.45172,0.37143,0.3419,0.09752,1.9377,1.15695,0.62716,0.0059608,0.0059608,0.0059608
206,111346,2.26466,1.2744,0.7531,0.48541,0.34364,0.34504,0.09603,2.02197,1.10524,0.64123,0.005941,0.005941,0.005941
207,111885,2.30165,1.3141,0.72032,0.40304,0.31429,0.29882,0.0904,1.93998,1.09373,0.63487,0.0059212,0.0059212,0.0059212
208,112426,2.36699,1.35164,0.75016,0.48961,0.28571,0.31829,0.09656,1.86648,1.11538,0.6292,0.0059014,0.0059014,0.0059014
209,112967,2.47999,1.49638,0.79024,0.41199,0.32532,0.30997,0.0872,1.91396,1.13415,0.63739,0.0058816,0.0058816,0.0058816
210,113509,2.26411,1.33205,0.73333,0.43083,0.32983,0.32752,0.09074,1.91611,1.13099,0.63502,0.0058618,0.0058618,0.0058618
211,114048,2.10833,1.23984,0.67373,0.42547,0.30714,0.30447,0.0845,1.89899,1.09531,0.63317,0.005842,0.005842,0.005842
212,114590,2.37093,1.44341,0.74613,0.41146,0.34458,0.30369,0.09681,1.86781,1.12747,0.62187,0.0058222,0.0058222,0.0058222
213,115134,2.31088,1.3636,0.74646,0.43085,0.35714,0.29967,0.09656,1.81843,1.10742,0.61875,0.0058024,0.0058024,0.0058024
214,115673,2.30647,1.38676,0.73953,0.44195,0.35714,0.33782,0.10491,1.7957,1.0969,0.62753,0.0057826,0.0057826,0.0057826
215,116213,2.2164,1.29963,0.70592,0.4628,0.33231,0.33484,0.10945,1.77187,1.07031,0.62293,0.0057628,0.0057628,0.0057628
216,116752,2.2299,1.32624,0.7169,0.48048,0.36429,0.34804,0.10955,1.75941,1.04472,0.62896,0.005743,0.005743,0.005743
217,117292,2.25555,1.33254,0.73816,0.45229,0.34211,0.32036,0.0952,1.80027,1.04033,0.62374,0.0057232,0.0057232,0.0057232
218,117831,2.31898,1.38904,0.72273,0.4276,0.31429,0.32568,0.09345,1.89949,1.07008,0.62664,0.0057034,0.0057034,0.0057034
219,118370,2.16661,1.40093,0.68466,0.44823,0.34816,0.31357,0.09085,1.93356,1.11389,0.63081,0.0056836,0.0056836,0.0056836
220,118911,2.40301,1.37649,0.74168,0.40138,0.32143,0.30976,0.09491,1.82296,1.08492,0.62671,0.0056638,0.0056638,0.0056638
221,119455,2.39849,1.38596,0.76593,0.4394,0.34286,0.34435,0.09817,1.86289,1.1243,0.62811,0.005644,0.005644,0.005644
222,119997,2.43674,1.43598,0.75908,0.48989,0.37143,0.34282,0.09632,1.89392,1.08818,0.62804,0.0056242,0.0056242,0.0056242
223,120536,2.26365,1.38396,0.71747,0.44325,0.33571,0.31869,0.09268,1.86174,1.12916,0.62514,0.0056044,0.0056044,0.0056044
224,121076,2.24027,1.31679,0.7133,0.48188,0.33217,0.31396,0.09167,1.88875,1.11524,0.62704,0.0055846,0.0055846,0.0055846
225,121614,2.40388,1.34842,0.75117,0.44592,0.34286,0.33016,0.09593,1.87352,1.09948,0.62387,0.0055648,0.0055648,0.0055648
226,122154,2.17335,1.3589,0.7163,0.4613,0.34253,0.30311,0.09169,1.88544,1.11012,0.63286,0.005545,0.005545,0.005545
227,122692,2.40708,1.3731,0.72456,0.45118,0.34286,0.31493,0.10139,1.85615,1.08872,0.63492,0.0055252,0.0055252,0.0055252
228,123230,2.36706,1.31606,0.78292,0.42597,0.31429,0.28844,0.09408,1.86959,1.09845,0.63837,0.0055054,0.0055054,0.0055054
229,123768,2.31932,1.34995,0.74677,0.45835,0.36871,0.32784,0.10795,1.84521,1.08631,0.63827,0.0054856,0.0054856,0.0054856
230,124308,2.35954,1.33397,0.728,0.46238,0.32857,0.29253,0.08789,1.88594,1.128,0.63991,0.0054658,0.0054658,0.0054658
231,124846,2.30864,1.26858,0.76863,0.4697,0.33571,0.34588,0.10672,1.86354,1.12614,0.63807,0.005446,0.005446,0.005446
232,125382,2.16996,1.3145,0.72137,0.51008,0.33466,0.33826,0.09984,1.9015,1.10906,0.63792,0.0054262,0.0054262,0.0054262
233,125922,2.43942,1.33518,0.78915,0.48765,0.32634,0.32957,0.10069,1.87387,1.10784,0.6318,0.0054064,0.0054064,0.0054064
234,126460,2.29919,1.40981,0.7593,0.55819,0.29286,0.33344,0.10195,1.82223,1.14932,0.63027,0.0053866,0.0053866,0.0053866
235,126999,2.31475,1.35648,0.76298,0.44103,0.31429,0.31188,0.09527,1.85141,1.14284,0.62465,0.0053668,0.0053668,0.0053668
236,127541,2.34409,1.292,0.76684,0.50875,0.34029,0.3206,0.08682,1.82479,1.12865,0.62349,0.005347,0.005347,0.005347
237,128080,2.06436,1.30353,0.69372,0.51337,0.32857,0.31472,0.0965,1.77276,1.151,0.61921,0.0053272,0.0053272,0.0053272
238,128618,2.23318,1.31776,0.7626,0.51824,0.36116,0.33812,0.09473,1.77628,1.1305,0.62013,0.0053074,0.0053074,0.0053074
239,129156,2.13944,1.37143,0.68166,0.48416,0.35714,0.36166,0.1114,1.82318,1.0924,0.62974,0.0052876,0.0052876,0.0052876
240,129694,2.18714,1.33374,0.7087,0.49777,0.37857,0.35044,0.10137,1.83021,1.10045,0.63545,0.0052678,0.0052678,0.0052678
241,130233,2.27283,1.38668,0.73663,0.48793,0.35,0.3349,0.09812,1.83776,1.10685,0.63234,0.005248,0.005248,0.005248
242,130771,2.3484,1.26931,0.78734,0.50806,0.32857,0.33885,0.10465,1.85303,1.10342,0.62747,0.0052282,0.0052282,0.0052282
243,131311,2.1929,1.29364,0.72101,0.46078,0.31429,0.3104,0.09282,1.88148,1.12129,0.63375,0.0052084,0.0052084,0.0052084
244,131850,2.12263,1.28307,0.71571,0.44318,0.31838,0.31665,0.09413,1.89492,1.10661,0.62607,0.0051886,0.0051886,0.0051886
245,132389,2.26532,1.32375,0.73343,0.44616,0.32857,0.30509,0.09525,1.89965,1.13053,0.62075,0.0051688,0.0051688,0.0051688
246,132927,2.16545,1.25526,0.71098,0.43799,0.29286,0.32114,0.09039,1.90534,1.11763,0.62001,0.005149,0.005149,0.005149
247,133464,2.25487,1.37955,0.75645,0.43873,0.32143,0.33661,0.09444,1.8676,1.09915,0.62165,0.0051292,0.0051292,0.0051292
248,134003,2.29228,1.35373,0.76673,0.47051,0.34286,0.35198,0.09603,1.87812,1.09033,0.62238,0.0051094,0.0051094,0.0051094
249,134539,2.33213,1.43992,0.747,0.47773,0.31429,0.3413,0.09767,1.88065,1.06605,0.62381,0.0050896,0.0050896,0.0050896
250,135079,2.21353,1.21967,0.72293,0.4591,0.32143,0.30046,0.09558,1.85957,1.06588,0.62477,0.0050698,0.0050698,0.0050698
251,135617,2.25997,1.34144,0.73026,0.47059,0.31748,0.31149,0.09391,1.82575,1.06568,0.62079,0.00505,0.00505,0.00505
252,136156,2.28909,1.37323,0.74,0.49798,0.35,0.33961,0.09798,1.81374,1.05797,0.6227,0.0050302,0.0050302,0.0050302
253,136695,2.18962,1.18087,0.71141,0.48861,0.35,0.32452,0.09523,1.83771,1.05822,0.62494,0.0050104,0.0050104,0.0050104
254,137233,2.29042,1.30372,0.74629,0.50927,0.36429,0.39732,0.10783,1.81642,1.06615,0.61788,0.0049906,0.0049906,0.0049906
255,137772,2.22732,1.34309,0.7502,0.50546,0.35714,0.39366,0.10619,1.83238,1.1081,0.61902,0.0049708,0.0049708,0.0049708
256,138311,2.2055,1.30106,0.7091,0.50974,0.34286,0.35398,0.09797,1.84554,1.0914,0.62357,0.004951,0.004951,0.004951
257,138849,2.21362,1.28608,0.75805,0.4831,0.36718,0.3357,0.09369,1.84467,1.09956,0.62007,0.0049312,0.0049312,0.0049312
258,139387,2.27385,1.35232,0.74007,0.48891,0.38571,0.32407,0.09961,1.80302,1.13598,0.61491,0.0049114,0.0049114,0.0049114
259,139925,2.13111,1.28688,0.69614,0.49417,0.36288,0.35192,0.10135,1.7875,1.12509,0.6145,0.0048916,0.0048916,0.0048916
260,140466,2.2245,1.36626,0.73501,0.50675,0.34286,0.34277,0.09728,1.77204,1.12538,0.6152,0.0048718,0.0048718,0.0048718
261,141004,2.32016,1.4028,0.76193,0.47909,0.36429,0.34854,0.10308,1.77003,1.09367,0.6171,0.004852,0.004852,0.004852
262,141543,2.1667,1.29384,0.70177,0.49594,0.37143,0.33967,0.10102,1.79557,1.09494,0.61797,0.0048322,0.0048322,0.0048322
263,142081,2.19842,1.26825,0.74464,0.48768,0.36429,0.33768,0.10213,1.81073,1.08558,0.61675,0.0048124,0.0048124,0.0048124
264,142618,2.10392,1.29447,0.68126,0.47401,0.34286,0.32829,0.0986,1.79229,1.09859,0.61644,0.0047926,0.0047926,0.0047926
265,143157,2.17192,1.23896,0.72684,0.4616,0.34907,0.32534,0.09368,1.80306,1.09384,0.6188,0.0047728,0.0047728,0.0047728
266,143697,2.31231,1.27417,0.71753,0.47281,0.34594,0.32672,0.09434,1.83664,1.07169,0.62022,0.004753,0.004753,0.004753
267,144236,2.20018,1.22979,0.73922,0.46486,0.35,0.33058,0.09246,1.86419,1.09578,0.62168,0.0047332,0.0047332,0.0047332
268,144774,2.35807,1.3926,0.73657,0.48861,0.30714,0.318,0.08634,1.92315,1.10838,0.62893,0.0047134,0.0047134,0.0047134
269,145311,2.09865,1.28496,0.71443,0.47161,0.30603,0.31837,0.09315,1.88092,1.10279,0.62466,0.0046936,0.0046936,0.0046936
270,145851,2.30799,1.3559,0.75058,0.4498,0.33571,0.33075,0.09587,1.86496,1.08661,0.6241,0.0046738,0.0046738,0.0046738
271,146388,2.14199,1.2917,0.71154,0.43802,0.32143,0.30808,0.09349,1.87051,1.10729,0.61712,0.004654,0.004654,0.004654
272,146927,2.24118,1.27627,0.75057,0.42835,0.3158,0.30128,0.09703,1.8538,1.11087,0.61822,0.0046342,0.0046342,0.0046342
273,147465,2.18527,1.22036,0.71972,0.42972,0.32143,0.30644,0.10227,1.88256,1.13814,0.61868,0.0046144,0.0046144,0.0046144
274,148002,2.28729,1.23179,0.7398,0.42623,0.30714,0.3061,0.10196,1.88326,1.13567,0.61945,0.0045946,0.0045946,0.0045946
275,148542,2.29788,1.2826,0.75274,0.44037,0.32857,0.29618,0.0985,1.9017,1.14709,0.62361,0.0045748,0.0045748,0.0045748
276,149082,2.3109,1.34509,0.7509,0.4421,0.32857,0.31929,0.10348,1.88044,1.13595,0.62234,0.004555,0.004555,0.004555
277,149622,2.20336,1.13045,0.74184,0.47161,0.33571,0.3381,0.10367,1.8607,1.11603,0.62107,0.0045352,0.0045352,0.0045352
278,150161,2.15825,1.26454,0.71609,0.45052,0.32857,0.3319,0.10921,1.86589,1.12138,0.61876,0.0045154,0.0045154,0.0045154
279,150698,2.23411,1.28778,0.74229,0.44573,0.31429,0.32271,0.10703,1.85935,1.11069,0.61818,0.0044956,0.0044956,0.0044956
280,151236,2.25522,1.46255,0.74627,0.44859,0.32857,0.33243,0.10356,1.86658,1.10757,0.62068,0.0044758,0.0044758,0.0044758
281,151775,2.2479,1.28747,0.77985,0.47513,0.33571,0.34075,0.10865,1.84725,1.07779,0.62134,0.004456,0.004456,0.004456
282,152312,2.21138,1.27971,0.72817,0.46589,0.33571,0.34177,0.1105,1.84272,1.07074,0.62038,0.0044362,0.0044362,0.0044362
283,152850,2.1557,1.29566,0.71976,0.45888,0.34528,0.33488,0.10717,1.85349,1.08767,0.62059,0.0044164,0.0044164,0.0044164
284,153388,2.29516,1.26379,0.75146,0.4362,0.34286,0.32984,0.10611,1.85856,1.08342,0.61915,0.0043966,0.0043966,0.0043966
285,153929,2.12589,1.29366,0.73293,0.43715,0.33571,0.32471,0.11033,1.8573,1.0814,0.61891,0.0043768,0.0043768,0.0043768
286,154470,2.17003,1.29164,0.75136,0.44897,0.34338,0.32933,0.11286,1.85079,1.07944,0.61591,0.004357,0.004357,0.004357
287,155008,2.2632,1.28679,0.73527,0.44826,0.35714,0.34218,0.11301,1.82643,1.08373,0.61572,0.0043372,0.0043372,0.0043372
288,155548,2.07477,1.22162,0.68664,0.49708,0.37857,0.37404,0.11767,1.8322,1.06423,0.61615,0.0043174,0.0043174,0.0043174
289,156088,2.09286,1.21206,0.71107,0.46943,0.37288,0.36469,0.11437,1.83331,1.06282,0.6176,0.0042976,0.0042976,0.0042976
290,156627,2.18444,1.27106,0.72712,0.47386,0.37143,0.36614,0.11443,1.84628,1.07069,0.61866,0.0042778,0.0042778,0.0042778
291,157163,2.12447,1.24174,0.71497,0.47753,0.35908,0.37286,0.11871,1.85276,1.07078,0.62125,0.004258,0.004258,0.004258
292,157701,2.12132,1.3083,0.71788,0.4886,0.35488,0.36525,0.11668,1.85796,1.08617,0.61997,0.0042382,0.0042382,0.0042382
293,158239,2.25812,1.31435,0.74805,0.49387,0.36941,0.3777,0.11728,1.84923,1.08302,0.61936,0.0042184,0.0042184,0.0042184
294,158777,2.00037,1.11825,0.69326,0.48073,0.35709,0.3741,0.11753,1.84934,1.09247,0.61808,0.0041986,0.0041986,0.0041986
295,159315,2.2028,1.21999,0.72523,0.48047,0.35,0.35768,0.11722,1.83811,1.07116,0.61804,0.0041788,0.0041788,0.0041788
296,159853,2.22021,1.19755,0.72254,0.4904,0.35744,0.35696,0.11757,1.81997,1.06546,0.61701,0.004159,0.004159,0.004159
297,160393,2.08423,1.192,0.70324,0.49036,0.35051,0.36083,0.12125,1.80188,1.05602,0.61635,0.0041392,0.0041392,0.0041392
298,160933,2.27505,1.33826,0.72799,0.49668,0.35714,0.3673,0.11851,1.81332,1.05246,0.61492,0.0041194,0.0041194,0.0041194
299,161471,2.25018,1.25066,0.74398,0.50236,0.36776,0.3597,0.11756,1.81718,1.04343,0.61645,0.0040996,0.0040996,0.0040996
300,162010,2.21777,1.3281,0.75009,0.50944,0.3709,0.37338,0.11681,1.82096,1.03642,0.61721,0.0040798,0.0040798,0.0040798
301,162556,2.1359,1.24263,0.72144,0.51452,0.37143,0.37801,0.11677,1.82133,1.04193,0.61691,0.00406,0.00406,0.00406
302,163106,2.38481,1.40275,0.78131,0.47848,0.35714,0.36027,0.11797,1.8009,1.0354,0.61478,0.0040402,0.0040402,0.0040402
303,163647,2.21002,1.2621,0.75624,0.48107,0.36429,0.36435,0.11635,1.79153,1.05442,0.61466,0.0040204,0.0040204,0.0040204
304,164189,2.09385,1.16386,0.69154,0.47611,0.36429,0.36568,0.11568,1.81463,1.06082,0.61521,0.0040006,0.0040006,0.0040006
305,164729,2.12019,1.29507,0.71056,0.47633,0.37143,0.35198,0.11349,1.81698,1.06074,0.61335,0.0039808,0.0039808,0.0039808
306,165268,2.16064,1.15934,0.69113,0.46798,0.35,0.34206,0.1127,1.80316,1.05071,0.61392,0.003961,0.003961,0.003961
307,165807,2.16021,1.24651,0.72814,0.49221,0.37857,0.36824,0.11837,1.79898,1.05363,0.61233,0.0039412,0.0039412,0.0039412
308,166345,2.09051,1.28215,0.71396,0.49714,0.37857,0.37285,0.11575,1.80077,1.04266,0.61256,0.0039214,0.0039214,0.0039214
309,166884,2.19615,1.29241,0.73221,0.49143,0.37857,0.37609,0.11505,1.81212,1.03643,0.61257,0.0039016,0.0039016,0.0039016
310,167425,2.12969,1.16488,0.73526,0.51217,0.38571,0.38335,0.11871,1.82059,1.03374,0.61143,0.0038818,0.0038818,0.0038818
311,167964,2.27534,1.33516,0.72585,0.50008,0.38584,0.3818,0.11641,1.81649,1.03338,0.61086,0.003862,0.003862,0.003862
312,168503,2.08732,1.12557,0.72329,0.49923,0.38571,0.39192,0.11908,1.82806,1.03512,0.61023,0.0038422,0.0038422,0.0038422
313,169043,2.21957,1.43443,0.76097,0.51272,0.39286,0.39737,0.1217,1.82074,1.03649,0.61045,0.0038224,0.0038224,0.0038224
314,169597,2.10024,1.28769,0.69441,0.49751,0.37143,0.36889,0.11866,1.82409,1.03654,0.6111,0.0038026,0.0038026,0.0038026
315,170136,2.05329,1.28179,0.68908,0.51253,0.37143,0.38059,0.12234,1.81489,1.03429,0.61026,0.0037828,0.0037828,0.0037828
316,170697,2.13045,1.24255,0.72461,0.54008,0.39286,0.40718,0.12546,1.80568,1.03706,0.60992,0.003763,0.003763,0.003763
317,171246,2.1804,1.21085,0.73548,0.52535,0.38571,0.39979,0.1236,1.79389,1.05037,0.61006,0.0037432,0.0037432,0.0037432
318,171798,2.15945,1.31107,0.726,0.52368,0.38571,0.39287,0.12455,1.77582,1.05692,0.61069,0.0037234,0.0037234,0.0037234
319,172399,2.19677,1.22181,0.73146,0.51843,0.38571,0.38864,0.12223,1.77286,1.06357,0.61099,0.0037036,0.0037036,0.0037036
320,172944,2.13504,1.08153,0.7212,0.50912,0.39286,0.38774,0.12187,1.77862,1.07032,0.61162,0.0036838,0.0036838,0.0036838
321,173487,2.11189,1.18913,0.71732,0.4986,0.37143,0.37378,0.12324,1.79102,1.07517,0.61277,0.003664,0.003664,0.003664
322,174029,2.1436,1.21201,0.73264,0.49964,0.37143,0.36056,0.1187,1.80692,1.07912,0.61318,0.0036442,0.0036442,0.0036442
323,174625,2.20619,1.23535,0.75624,0.4564,0.35714,0.33753,0.11646,1.81198,1.08011,0.61535,0.0036244,0.0036244,0.0036244
324,175183,2.0773,1.13496,0.72108,0.47712,0.35714,0.33518,0.1172,1.81279,1.07625,0.61726,0.0036046,0.0036046,0.0036046
325,175735,2.08629,1.12288,0.72382,0.4792,0.36429,0.33678,0.11538,1.82367,1.08396,0.61698,0.0035848,0.0035848,0.0035848
326,176288,2.08539,1.22676,0.72732,0.49179,0.37143,0.34183,0.11491,1.83162,1.08233,0.61791,0.003565,0.003565,0.003565
327,176835,2.12709,1.26236,0.7187,0.49894,0.36429,0.33936,0.11336,1.84613,1.0968,0.6165,0.0035452,0.0035452,0.0035452
328,177393,2.0774,1.23352,0.71168,0.47305,0.35269,0.33386,0.11612,1.84199,1.08628,0.61531,0.0035254,0.0035254,0.0035254
329,177952,2.16641,1.22707,0.70097,0.49608,0.37857,0.3591,0.12174,1.82986,1.08608,0.6148,0.0035056,0.0035056,0.0035056
330,178492,2.17612,1.28316,0.7199,0.48305,0.37143,0.34387,0.11847,1.84196,1.08947,0.61472,0.0034858,0.0034858,0.0034858
331,179032,2.21447,1.28729,0.74925,0.4763,0.36429,0.33509,0.117,1.84399,1.09305,0.61493,0.003466,0.003466,0.003466
332,179574,2.15667,1.24983,0.72068,0.48938,0.37143,0.35397,0.12302,1.83811,1.08039,0.61497,0.0034462,0.0034462,0.0034462
333,180114,2.06763,1.2369,0.71853,0.49512,0.35714,0.36442,0.12119,1.83621,1.07529,0.61526,0.0034264,0.0034264,0.0034264
334,180653,2.01145,1.19527,0.70679,0.49078,0.35799,0.36424,0.12016,1.82452,1.07598,0.61491,0.0034066,0.0034066,0.0034066
335,181195,2.18793,1.24704,0.75568,0.51917,0.36429,0.37238,0.11877,1.82704,1.08371,0.6143,0.0033868,0.0033868,0.0033868
336,181735,2.06046,1.11889,0.70374,0.53751,0.37143,0.37569,0.11941,1.82777,1.07989,0.61459,0.003367,0.003367,0.003367
337,182291,2.12052,1.16505,0.71983,0.54428,0.37857,0.3772,0.11905,1.81617,1.0707,0.61476,0.0033472,0.0033472,0.0033472
338,182839,2.19752,1.20636,0.75084,0.54596,0.37857,0.39464,0.11792,1.82888,1.07773,0.61502,0.0033274,0.0033274,0.0033274
339,183378,1.98895,1.15945,0.7049,0.55228,0.37857,0.40062,0.11916,1.82047,1.07095,0.61466,0.0033076,0.0033076,0.0033076
340,183918,2.06379,1.22092,0.72821,0.56865,0.38571,0.40631,0.12096,1.82131,1.07018,0.61501,0.0032878,0.0032878,0.0032878
341,184455,2.1295,1.13894,0.71446,0.55686,0.38597,0.40173,0.12453,1.83332,1.06939,0.61621,0.003268,0.003268,0.003268
342,184994,2.17599,1.211,0.72909,0.55828,0.39286,0.4024,0.12381,1.83878,1.07218,0.61589,0.0032482,0.0032482,0.0032482
343,185532,2.05821,1.12766,0.70835,0.5129,0.36429,0.37371,0.12117,1.84665,1.08144,0.61487,0.0032284,0.0032284,0.0032284
344,186072,2.18126,1.20782,0.69618,0.52672,0.37143,0.3835,0.12381,1.85426,1.08176,0.61572,0.0032086,0.0032086,0.0032086
345,186611,2.13098,1.17729,0.7366,0.49081,0.35,0.35671,0.12061,1.85597,1.08404,0.61561,0.0031888,0.0031888,0.0031888
346,187150,2.22973,1.21461,0.76342,0.52797,0.38571,0.37889,0.12292,1.85295,1.08438,0.61622,0.003169,0.003169,0.003169
347,187689,2.0597,1.14936,0.71895,0.52944,0.38576,0.38432,0.125,1.85142,1.0805,0.6169,0.0031492,0.0031492,0.0031492
348,188230,2.0394,1.18301,0.73174,0.52734,0.38255,0.38294,0.12816,1.84842,1.08318,0.61651,0.0031294,0.0031294,0.0031294
349,188770,2.12025,1.2273,0.74811,0.5291,0.37721,0.38444,0.12827,1.84656,1.08006,0.61633,0.0031096,0.0031096,0.0031096
350,189307,2.25933,1.20128,0.73953,0.54066,0.38676,0.37825,0.12791,1.84397,1.07635,0.6159,0.0030898,0.0030898,0.0030898
351,189845,1.91227,1.07937,0.7054,0.52894,0.36896,0.37404,0.12836,1.83689,1.07457,0.61543,0.00307,0.00307,0.00307
352,190383,2.08877,1.31187,0.70816,0.52828,0.36799,0.37246,0.12972,1.8335,1.07577,0.61554,0.0030502,0.0030502,0.0030502
353,190924,2.06165,1.15928,0.73989,0.51977,0.36336,0.36409,0.12683,1.83805,1.07736,0.61506,0.0030304,0.0030304,0.0030304
354,191463,2.25429,1.23451,0.74794,0.50541,0.36429,0.36299,0.12806,1.84777,1.08189,0.61521,0.0030106,0.0030106,0.0030106
355,192003,2.06289,1.16169,0.73741,0.50317,0.36172,0.36238,0.1254,1.84614,1.0843,0.61604,0.0029908,0.0029908,0.0029908
356,192544,2.09566,1.18244,0.73163,0.50829,0.36921,0.36818,0.12436,1.84628,1.08336,0.61643,0.002971,0.002971,0.002971
357,193085,2.09582,1.28776,0.71195,0.51048,0.37143,0.37536,0.12252,1.84921,1.08059,0.61714,0.0029512,0.0029512,0.0029512
358,193625,2.10374,1.22058,0.7228,0.50887,0.37857,0.36943,0.12207,1.84659,1.07948,0.61699,0.0029314,0.0029314,0.0029314
359,194165,1.97545,1.17189,0.72123,0.51174,0.37857,0.37166,0.12491,1.84885,1.08003,0.6161,0.0029116,0.0029116,0.0029116
360,194703,2.00636,1.02725,0.71783,0.49649,0.37331,0.35434,0.12033,1.85543,1.08373,0.61559,0.0028918,0.0028918,0.0028918
361,195242,2.09918,1.16408,0.74931,0.49227,0.37143,0.34518,0.12047,1.85531,1.08254,0.61497,0.002872,0.002872,0.002872
362,195783,1.98392,1.1309,0.71574,0.49609,0.3727,0.34437,0.12163,1.84958,1.08093,0.61502,0.0028522,0.0028522,0.0028522
363,196337,2.07484,1.20227,0.73316,0.48868,0.37143,0.33935,0.12227,1.84192,1.08201,0.61473,0.0028324,0.0028324,0.0028324
364,196897,2.10719,1.17312,0.7276,0.49292,0.37143,0.33993,0.12252,1.83627,1.07796,0.61429,0.0028126,0.0028126,0.0028126
365,197444,2.08661,1.22051,0.72176,0.48371,0.36429,0.33583,0.12036,1.8358,1.0768,0.61472,0.0027928,0.0027928,0.0027928
366,198008,2.1268,1.08419,0.71252,0.47971,0.36429,0.33622,0.12112,1.83177,1.07602,0.61435,0.002773,0.002773,0.002773
367,198559,2.01182,1.08627,0.66613,0.47595,0.36429,0.33621,0.12429,1.82583,1.07313,0.61389,0.0027532,0.0027532,0.0027532
368,199098,2.00082,1.11859,0.74184,0.49099,0.37206,0.35085,0.12767,1.82255,1.06948,0.61388,0.0027334,0.0027334,0.0027334
369,199638,2.06182,1.18389,0.72182,0.49143,0.37273,0.34986,0.12714,1.82092,1.06879,0.61396,0.0027136,0.0027136,0.0027136
370,200178,1.97809,1.1185,0.68975,0.50319,0.37621,0.36278,0.12938,1.82193,1.06795,0.61443,0.0026938,0.0026938,0.0026938
